term,presence,absence,IG
physio,22,924,0.15935006268563445
hsbc,22,924,0.15935006268563445
howe,22,924,0.15935006268563445
hq,22,924,0.15935006268563445
rowing,22,924,0.15935006268563445
dickensian,22,924,0.15935006268563445
apologies,22,924,0.15935006268563445
definitively,22,924,0.15935006268563445
triangle,22,924,0.15935006268563445
rubio,22,924,0.15935006268563445
appointments,22,924,0.15935006268563445
appleby,22,924,0.15935006268563445
antimicrobial,22,924,0.15935006268563445
sacrosanct,22,924,0.15935006268563445
salvation,22,924,0.15935006268563445
mammal,22,924,0.15935006268563445
infiltrate,22,924,0.15935006268563445
absolve,22,924,0.15935006268563445
abramovich,22,924,0.15935006268563445
zoe,22,924,0.15935006268563445
injured,22,924,0.15935006268563445
ra,22,924,0.15935006268563445
culprit,22,924,0.15935006268563445
cullompton,22,924,0.15935006268563445
pudsey,22,924,0.15935006268563445
zebra,22,924,0.15935006268563445
ingrain,22,924,0.15935006268563445
malvern,21,925,0.15361391601724633
carriageway,21,925,0.15361391601724633
cunliffe,21,925,0.15361391601724633
handler,21,925,0.15361391601724633
barring,21,925,0.15361391601724633
withholding,21,925,0.15361391601724633
falsehood,21,925,0.15361391601724633
faithful,21,925,0.15361391601724633
fallacy,21,925,0.15361391601724633
cull,21,925,0.15361391601724633
inhuman,21,925,0.15361391601724633
publican,21,925,0.15361391601724633
expiry,21,925,0.15361391601724633
exec,21,925,0.15361391601724633
belgian,21,925,0.15361391601724633
behove,21,925,0.15361391601724633
smack,21,925,0.15361391601724633
slew,21,925,0.15361391601724633
ivory,21,925,0.15361391601724633
childminder,21,925,0.15361391601724633
trafalgar,21,925,0.15361391601724633
antidote,21,925,0.15361391601724633
fuss,21,925,0.15361391601724633
conservatism,21,925,0.15361391601724633
transactional,21,925,0.15361391601724633
nepalese,21,925,0.15361391601724633
phosphate,21,925,0.15361391601724633
hoover,21,925,0.15361391601724633
ge,21,925,0.15361391601724633
gemma,21,925,0.15361391601724633
lawfare,21,925,0.15361391601724633
apprehend,21,925,0.15361391601724633
transfusion,21,925,0.15361391601724633
coastguard,21,925,0.15361391601724633
paralympics,21,925,0.15361391601724633
pantry,21,925,0.15361391601724633
enormity,21,925,0.15361391601724633
tropical,21,925,0.15361391601724633
dressing,21,925,0.15361391601724633
deer,21,925,0.15361391601724633
nca,21,925,0.15361391601724633
howden,21,925,0.15361391601724633
thoughtfully,21,925,0.15361391601724633
thirst,21,925,0.15361391601724633
conflation,21,925,0.15361391601724633
tipper,21,925,0.15361391601724633
seafarer,21,925,0.15361391601724633
booster,21,925,0.15361391601724633
sailing,21,925,0.15361391601724633
sanctioned,21,925,0.15361391601724633
archives,21,925,0.15361391601724633
gum,21,925,0.15361391601724633
ras,21,925,0.15361391601724633
instinctively,21,925,0.15361391601724633
pronged,21,925,0.15361391601724633
wean,21,925,0.15361391601724633
wed,21,925,0.15361391601724633
whistleblow,21,925,0.15361391601724633
paddle,21,925,0.15361391601724633
deplore,21,925,0.15361391601724633
kilter,21,925,0.15361391601724633
sicker,21,925,0.15361391601724633
singing,21,925,0.15361391601724633
descent,21,925,0.15361391601724633
mentoring,21,925,0.15361391601724633
lner,21,925,0.15361391601724633
meddle,21,925,0.15361391601724633
fen,21,925,0.15361391601724633
indisputable,21,925,0.15361391601724633
reckoning,21,925,0.15361391601724633
rebuff,21,925,0.15361391601724633
junk,21,925,0.15361391601724633
redact,21,925,0.15361391601724633
hay,21,925,0.15361391601724633
ream,21,925,0.15361391601724633
azerbaijan,21,925,0.15361391601724633
babcock,21,925,0.15361391601724633
hefty,21,925,0.15361391601724633
reboot,21,925,0.15361391601724633
namesake,21,925,0.15361391601724633
uber,21,925,0.15361391601724633
fro,21,925,0.15361391601724633
freshwater,21,925,0.15361391601724633
sculpture,21,925,0.15361391601724633
hunter,21,925,0.15361391601724633
roadside,21,925,0.15361391601724633
brabin,21,925,0.15361391601724633
boxes,21,925,0.15361391601724633
boyfriend,21,925,0.15361391601724633
piccadilly,21,925,0.15361391601724633
bout,21,925,0.15361391601724633
checking,21,925,0.15361391601724633
unambiguously,21,925,0.15361391601724633
anglican,21,925,0.15361391601724633
draughty,21,925,0.15361391601724633
places,21,925,0.15361391601724633
humanly,21,925,0.15361391601724633
clement,21,925,0.15361391601724633
cptpp,21,925,0.15361391601724633
viral,21,925,0.15361391601724633
fingertip,21,925,0.15361391601724633
strap,21,925,0.15361391601724633
db,21,925,0.15361391601724633
vitality,21,925,0.15361391601724633
wallasey,21,925,0.15361391601724633
vs,21,925,0.15361391601724633
stead,21,925,0.15361391601724633
banter,21,925,0.15361391601724633
ballooning,21,925,0.15361391601724633
villain,21,925,0.15361391601724633
autocrat,21,925,0.15361391601724633
ainsty,21,925,0.15361391601724633
fixate,21,925,0.15361391601724633
reverend,21,925,0.15361391601724633
revulsion,21,925,0.15361391601724633
postponement,21,925,0.15361391601724633
robot,21,925,0.15361391601724633
epicentre,21,925,0.15361391601724633
confinement,21,925,0.15361391601724633
arrangements,21,925,0.15361391601724633
breastfeed,21,925,0.15361391601724633
devizes,21,925,0.15361391601724633
deviate,21,925,0.15361391601724633
blanche,21,925,0.15361391601724633
ascribe,21,925,0.15361391601724633
scrimp,21,925,0.15361391601724633
drivers,21,925,0.15361391601724633
jamaica,21,925,0.15361391601724633
philippines,21,925,0.15361391601724633
ajax,21,925,0.15361391601724633
victimise,21,925,0.15361391601724633
victimless,21,925,0.15361391601724633
vertical,21,925,0.15361391601724633
firing,21,925,0.15361391601724633
elicit,21,925,0.15361391601724633
listed,21,925,0.15361391601724633
bystander,21,925,0.15361391601724633
printing,21,925,0.15361391601724633
uprising,21,925,0.15361391601724633
misguide,21,925,0.15361391601724633
coup,21,925,0.15361391601724633
courageously,21,925,0.15361391601724633
mischief,21,925,0.15361391601724633
productively,21,925,0.15361391601724633
bridlington,21,925,0.15361391601724633
illegality,21,925,0.15361391601724633
invalid,21,925,0.15361391601724633
retaliation,21,925,0.15361391601724633
blackout,21,925,0.15361391601724633
lanka,21,925,0.15361391601724633
lamentable,21,925,0.15361391601724633
lamp,21,925,0.15361391601724633
conclusive,21,925,0.15361391601724633
amass,21,925,0.15361391601724633
birthright,21,925,0.15361391601724633
birkenhead,21,925,0.15361391601724633
highgate,21,925,0.15361391601724633
highness,21,925,0.15361391601724633
identifiable,21,925,0.15361391601724633
undeniably,21,925,0.15361391601724633
uncontrolle,21,925,0.15361391601724633
anaemic,21,925,0.15361391601724633
conurbation,21,925,0.15361391601724633
identifier,21,925,0.15361391601724633
breathtake,21,925,0.15361391601724633
forgo,21,925,0.15361391601724633
unplanned,21,925,0.15361391601724633
forbearance,21,925,0.15361391601724633
unmanageable,21,925,0.15361391601724633
selkirk,21,925,0.15361391601724633
morrisons,21,925,0.15361391601724633
lido,21,925,0.15361391601724633
preposterous,21,925,0.15361391601724633
documents,21,925,0.15361391601724633
britian,21,925,0.15361391601724633
ellen,21,925,0.15361391601724633
officials,21,925,0.15361391601724633
thermal,21,925,0.15361391601724633
epitome,21,925,0.15361391601724633
underserved,21,925,0.15361391601724633
formulation,21,925,0.15361391601724633
forthright,21,925,0.15361391601724633
unexplained,21,925,0.15361391601724633
rescind,21,925,0.15361391601724633
centrality,21,925,0.15361391601724633
intermittent,21,925,0.15361391601724633
prevarication,21,925,0.15361391601724633
shun,21,925,0.15361391601724633
subtle,21,925,0.15361391601724633
graves,21,925,0.15361391601724633
granular,21,925,0.15361391601724633
cower,21,925,0.15361391601724633
optic,21,925,0.15361391601724633
supported,21,925,0.15361391601724633
superiority,21,925,0.15361391601724633
relaxation,21,925,0.15361391601724633
mistakenly,21,925,0.15361391601724633
mistrust,21,925,0.15361391601724633
flintshire,21,925,0.15361391601724633
budgeting,21,925,0.15361391601724633
avid,21,925,0.15361391601724633
foothold,21,925,0.15361391601724633
fog,21,925,0.15361391601724633
allotment,21,925,0.15361391601724633
monstrous,21,925,0.15361391601724633
deck,21,925,0.15361391601724633
mo,21,925,0.15361391601724633
glow,21,925,0.15361391601724633
unshakeable,21,925,0.15361391601724633
flour,21,925,0.15361391601724633
councillors,21,925,0.15361391601724633
limp,21,925,0.15361391601724633
pervert,21,925,0.15361391601724633
terrain,21,925,0.15361391601724633
formality,21,925,0.15361391601724633
moan,21,925,0.15361391601724633
ceredigion,21,925,0.15361391601724633
intransigence,21,925,0.15361391601724633
intifada,21,925,0.15361391601724633
preparatory,21,925,0.15361391601724633
austria,21,925,0.15361391601724633
lily,21,925,0.15361391601724633
oneself,21,925,0.15361391601724633
swiss,21,925,0.15361391601724633
serbia,21,925,0.15361391601724633
heston,21,925,0.15361391601724633
birds,21,925,0.15361391601724633
permissible,21,925,0.15361391601724633
destabilisation,21,925,0.15361391601724633
johal,21,925,0.15361391601724633
authentic,21,925,0.15361391601724633
tally,21,925,0.15361391601724633
teeter,21,925,0.15361391601724633
ted,21,925,0.15361391601724633
accomplishment,21,925,0.15361391601724633
accredit,21,925,0.15361391601724633
worsley,21,925,0.15361391601724633
workwell,21,925,0.15361391601724633
facilities,21,925,0.15361391601724633
facing,21,925,0.15361391601724633
expeditiously,21,925,0.15361391601724633
curtain,21,925,0.15361391601724633
dhsc,21,925,0.15361391601724633
scenery,21,925,0.15361391601724633
disparate,21,925,0.15361391601724633
arboretum,21,925,0.15361391601724633
titanic,21,925,0.15361391601724633
gasp,21,925,0.15361391601724633
battleground,21,925,0.15361391601724633
soup,21,925,0.15361391601724633
sore,21,925,0.15361391601724633
beatles,21,925,0.15361391601724633
gaze,21,925,0.15361391601724633
spout,21,925,0.15361391601724633
added,21,925,0.15361391601724633
darkest,21,925,0.15361391601724633
marshall,21,925,0.15361391601724633
marmot,21,925,0.15361391601724633
dismantling,21,925,0.15361391601724633
dismissive,21,925,0.15361391601724633
rac,21,925,0.15361391601724633
camaraderie,21,925,0.15361391601724633
dancing,21,925,0.15361391601724633
curse,21,925,0.15361391601724633
maesteg,21,925,0.15361391601724633
cwm,21,925,0.15361391601724633
qaeda,21,925,0.15361391601724633
wreath,21,925,0.15361391601724633
discontent,21,925,0.15361391601724633
pwc,20,926,0.14780347186294052
wriggle,20,926,0.14780347186294052
prosecutorial,20,926,0.14780347186294052
prorogation,20,926,0.14780347186294052
malaria,20,926,0.14780347186294052
easingwold,20,926,0.14780347186294052
spat,20,926,0.14780347186294052
haphazard,20,926,0.14780347186294052
damocles,20,926,0.14780347186294052
acronym,20,926,0.14780347186294052
solicitors,20,926,0.14780347186294052
examiner,20,926,0.14780347186294052
exceedingly,20,926,0.14780347186294052
fascinate,20,926,0.14780347186294052
wessex,20,926,0.14780347186294052
hasn,20,926,0.14780347186294052
bedevil,20,926,0.14780347186294052
kept,20,926,0.14780347186294052
keel,20,926,0.14780347186294052
arbroath,20,926,0.14780347186294052
tow,20,926,0.14780347186294052
gardening,20,926,0.14780347186294052
layout,20,926,0.14780347186294052
manston,20,926,0.14780347186294052
damascene,20,926,0.14780347186294052
curiosity,20,926,0.14780347186294052
aberafan,20,926,0.14780347186294052
abate,20,926,0.14780347186294052
worshipper,20,926,0.14780347186294052
assertive,20,926,0.14780347186294052
tantamount,20,926,0.14780347186294052
assassinate,20,926,0.14780347186294052
aslef,20,926,0.14780347186294052
hertsmere,20,926,0.14780347186294052
bevin,20,926,0.14780347186294052
joanne,20,926,0.14780347186294052
perfection,20,926,0.14780347186294052
auntie,20,926,0.14780347186294052
commonality,20,926,0.14780347186294052
swoop,20,926,0.14780347186294052
relitigate,20,926,0.14780347186294052
urmston,20,926,0.14780347186294052
surreal,20,926,0.14780347186294052
detective,20,926,0.14780347186294052
gladstone,20,926,0.14780347186294052
temerity,20,926,0.14780347186294052
altrincham,20,926,0.14780347186294052
eternal,20,926,0.14780347186294052
unwittingly,20,926,0.14780347186294052
couch,20,926,0.14780347186294052
unregistered,20,926,0.14780347186294052
unrecognised,20,926,0.14780347186294052
correspondent,20,926,0.14780347186294052
correlate,20,926,0.14780347186294052
immeasurably,20,926,0.14780347186294052
imaginative,20,926,0.14780347186294052
illustrative,20,926,0.14780347186294052
predicament,20,926,0.14780347186294052
foist,20,926,0.14780347186294052
compulsion,20,926,0.14780347186294052
usdaw,20,926,0.14780347186294052
bunker,20,926,0.14780347186294052
remedie,20,926,0.14780347186294052
ore,20,926,0.14780347186294052
kurdish,20,926,0.14780347186294052
knighthood,20,926,0.14780347186294052
commemorative,20,926,0.14780347186294052
jordanian,20,926,0.14780347186294052
heatwave,20,926,0.14780347186294052
betty,20,926,0.14780347186294052
succinct,20,926,0.14780347186294052
miners,20,926,0.14780347186294052
veracity,20,926,0.14780347186294052
imprint,20,926,0.14780347186294052
internationalist,20,926,0.14780347186294052
underinvestment,20,926,0.14780347186294052
gosh,20,926,0.14780347186294052
gorton,20,926,0.14780347186294052
attender,20,926,0.14780347186294052
attachment,20,926,0.14780347186294052
offices,20,926,0.14780347186294052
morph,20,926,0.14780347186294052
unsettling,20,926,0.14780347186294052
repetitive,20,926,0.14780347186294052
forgemasters,20,926,0.14780347186294052
unpack,20,926,0.14780347186294052
forcible,20,926,0.14780347186294052
fora,20,926,0.14780347186294052
respectable,20,926,0.14780347186294052
dub,20,926,0.14780347186294052
senate,20,926,0.14780347186294052
semantic,20,926,0.14780347186294052
seminal,20,926,0.14780347186294052
ockenden,20,926,0.14780347186294052
concerningly,20,926,0.14780347186294052
concessionary,20,926,0.14780347186294052
copeland,20,926,0.14780347186294052
britannia,20,926,0.14780347186294052
invidious,20,926,0.14780347186294052
usable,20,926,0.14780347186294052
debunk,20,926,0.14780347186294052
disappearance,20,926,0.14780347186294052
dirprwy,20,926,0.14780347186294052
regions,20,926,0.14780347186294052
grinstead,20,926,0.14780347186294052
bahrain,20,926,0.14780347186294052
badger,20,926,0.14780347186294052
mindless,20,926,0.14780347186294052
cpi,20,926,0.14780347186294052
redaction,20,926,0.14780347186294052
incorporation,20,926,0.14780347186294052
reconnecte,20,926,0.14780347186294052
redbridge,20,926,0.14780347186294052
veg,20,926,0.14780347186294052
alba,20,926,0.14780347186294052
fintech,20,926,0.14780347186294052
holidaymaker,20,926,0.14780347186294052
dropping,20,926,0.14780347186294052
drilling,20,926,0.14780347186294052
pimp,20,926,0.14780347186294052
jersey,20,926,0.14780347186294052
pets,20,926,0.14780347186294052
pervade,20,926,0.14780347186294052
seldom,20,926,0.14780347186294052
nourish,20,926,0.14780347186294052
armistice,20,926,0.14780347186294052
gigafactorie,20,926,0.14780347186294052
blindly,20,926,0.14780347186294052
phoenix,20,926,0.14780347186294052
revamp,20,926,0.14780347186294052
potent,20,926,0.14780347186294052
rochester,20,926,0.14780347186294052
elevated,20,926,0.14780347186294052
authoritarianism,20,926,0.14780347186294052
relaunche,20,926,0.14780347186294052
divest,20,926,0.14780347186294052
wagner,20,926,0.14780347186294052
aforementioned,20,926,0.14780347186294052
balancing,20,926,0.14780347186294052
bandy,20,926,0.14780347186294052
mhclg,20,926,0.14780347186294052
methil,20,926,0.14780347186294052
dearne,20,926,0.14780347186294052
voices,20,926,0.14780347186294052
shotts,20,926,0.14780347186294052
shiver,20,926,0.14780347186294052
judges,20,926,0.14780347186294052
jowell,20,926,0.14780347186294052
boardroom,20,926,0.14780347186294052
blunder,20,926,0.14780347186294052
christianity,20,926,0.14780347186294052
dichotomy,20,926,0.14780347186294052
jagtar,20,926,0.14780347186294052
porn,20,926,0.14780347186294052
ponder,20,926,0.14780347186294052
unamende,20,926,0.14780347186294052
epc,20,926,0.14780347186294052
ros,20,926,0.14780347186294052
humbling,20,926,0.14780347186294052
contender,20,926,0.14780347186294052
natal,20,926,0.14780347186294052
freelance,20,926,0.14780347186294052
stricture,20,926,0.14780347186294052
denier,20,926,0.14780347186294052
orpington,20,926,0.14780347186294052
shove,20,926,0.14780347186294052
rainforest,20,926,0.14780347186294052
baseless,20,926,0.14780347186294052
habitation,20,926,0.14780347186294052
overridden,20,926,0.14780347186294052
oval,20,926,0.14780347186294052
indelible,20,926,0.14780347186294052
indemnity,20,926,0.14780347186294052
receiving,20,926,0.14780347186294052
receptive,20,926,0.14780347186294052
cairo,20,926,0.14780347186294052
memorable,20,926,0.14780347186294052
colonna,20,926,0.14780347186294052
kirkby,20,926,0.14780347186294052
kimberley,20,926,0.14780347186294052
outskirt,20,926,0.14780347186294052
jungle,20,926,0.14780347186294052
addicted,20,926,0.14780347186294052
kettle,20,926,0.14780347186294052
barge,20,926,0.14780347186294052
smokescreen,20,926,0.14780347186294052
smoother,20,926,0.14780347186294052
haslingden,20,926,0.14780347186294052
affectionately,20,926,0.14780347186294052
watercourse,20,926,0.14780347186294052
waterlooville,20,926,0.14780347186294052
crisp,20,926,0.14780347186294052
dawlish,20,926,0.14780347186294052
clumsy,20,926,0.14780347186294052
guinness,20,926,0.14780347186294052
pronunciation,20,926,0.14780347186294052
individualised,20,926,0.14780347186294052
sketch,20,926,0.14780347186294052
apartheid,20,926,0.14780347186294052
ruinous,20,926,0.14780347186294052
downsize,20,926,0.14780347186294052
horn,20,926,0.14780347186294052
thunder,20,926,0.14780347186294052
homegrown,20,926,0.14780347186294052
consulting,20,926,0.14780347186294052
construe,20,926,0.14780347186294052
ture,20,926,0.14780347186294052
entitled,20,926,0.14780347186294052
animate,20,926,0.14780347186294052
thame,20,926,0.14780347186294052
hotspur,20,926,0.14780347186294052
hostel,20,926,0.14780347186294052
tray,20,926,0.14780347186294052
fudge,20,926,0.14780347186294052
consultative,20,926,0.14780347186294052
hassle,20,926,0.14780347186294052
hastily,20,926,0.14780347186294052
paradise,20,926,0.14780347186294052
somalia,20,926,0.14780347186294052
genomic,20,926,0.14780347186294052
argentina,20,926,0.14780347186294052
ardent,20,926,0.14780347186294052
encouraged,20,926,0.14780347186294052
leather,20,926,0.14780347186294052
bootle,20,926,0.14780347186294052
polluting,20,926,0.14780347186294052
genital,20,926,0.14780347186294052
apposite,20,926,0.14780347186294052
transpennine,20,926,0.14780347186294052
skewed,20,926,0.14780347186294052
siphon,20,926,0.14780347186294052
passporte,20,926,0.14780347186294052
cuckoo,20,926,0.14780347186294052
cue,20,926,0.14780347186294052
ing,20,926,0.14780347186294052
ptsd,20,926,0.14780347186294052
insect,20,926,0.14780347186294052
whitchurch,20,926,0.14780347186294052
winsford,20,926,0.14780347186294052
keeper,20,926,0.14780347186294052
edgbaston,20,926,0.14780347186294052
spectacularly,20,926,0.14780347186294052
spender,20,926,0.14780347186294052
infighting,20,926,0.14780347186294052
inferior,20,926,0.14780347186294052
spaceport,20,926,0.14780347186294052
extradition,20,926,0.14780347186294052
cumbrian,20,926,0.14780347186294052
yacht,20,926,0.14780347186294052
luddite,20,926,0.14780347186294052
exquisite,20,926,0.14780347186294052
carl,20,926,0.14780347186294052
provocative,20,926,0.14780347186294052
extoll,19,927,0.14191509660441093
lyric,19,927,0.14191509660441093
hen,19,927,0.14191509660441093
injuries,19,927,0.14191509660441093
disillusionment,19,927,0.14191509660441093
obligations,19,927,0.14191509660441093
concerning,19,927,0.14191509660441093
conditionality,19,927,0.14191509660441093
frances,19,927,0.14191509660441093
paradox,19,927,0.14191509660441093
montgomery,19,927,0.14191509660441093
sq,19,927,0.14191509660441093
cynon,19,927,0.14191509660441093
shaw,19,927,0.14191509660441093
dishearten,19,927,0.14191509660441093
kenya,19,927,0.14191509660441093
mineworkers,19,927,0.14191509660441093
rivalry,19,927,0.14191509660441093
fervently,19,927,0.14191509660441093
liberals,19,927,0.14191509660441093
caregiver,19,927,0.14191509660441093
placard,19,927,0.14191509660441093
workstream,19,927,0.14191509660441093
vodafone,19,927,0.14191509660441093
cord,19,927,0.14191509660441093
reignite,19,927,0.14191509660441093
structurally,19,927,0.14191509660441093
stubborn,19,927,0.14191509660441093
evasive,19,927,0.14191509660441093
unforgiveable,19,927,0.14191509660441093
rant,19,927,0.14191509660441093
incendiary,19,927,0.14191509660441093
unregulate,19,927,0.14191509660441093
induction,19,927,0.14191509660441093
victimisation,19,927,0.14191509660441093
airdrie,19,927,0.14191509660441093
airing,19,927,0.14191509660441093
stiff,19,927,0.14191509660441093
brim,19,927,0.14191509660441093
bringing,19,927,0.14191509660441093
miraculously,19,927,0.14191509660441093
orthodoxy,19,927,0.14191509660441093
orthopaedic,19,927,0.14191509660441093
gospel,19,927,0.14191509660441093
terrestrial,19,927,0.14191509660441093
tertiary,19,927,0.14191509660441093
mete,19,927,0.14191509660441093
swinney,19,927,0.14191509660441093
equivocation,19,927,0.14191509660441093
leed,19,927,0.14191509660441093
insurers,19,927,0.14191509660441093
causal,19,927,0.14191509660441093
crag,19,927,0.14191509660441093
bulgaria,19,927,0.14191509660441093
portrait,19,927,0.14191509660441093
reluctantly,19,927,0.14191509660441093
siemens,19,927,0.14191509660441093
tranquillity,19,927,0.14191509660441093
buses,19,927,0.14191509660441093
marching,19,927,0.14191509660441093
rejoice,19,927,0.14191509660441093
unqualified,19,927,0.14191509660441093
berwickshire,19,927,0.14191509660441093
purity,19,927,0.14191509660441093
octopus,19,927,0.14191509660441093
margate,19,927,0.14191509660441093
faslane,19,927,0.14191509660441093
disapplication,19,927,0.14191509660441093
fathom,19,927,0.14191509660441093
stockholm,19,927,0.14191509660441093
ryder,19,927,0.14191509660441093
defibrillator,19,927,0.14191509660441093
weighting,19,927,0.14191509660441093
ebb,19,927,0.14191509660441093
welder,19,927,0.14191509660441093
nappy,19,927,0.14191509660441093
gutter,19,927,0.14191509660441093
llefarydd,19,927,0.14191509660441093
midwive,19,927,0.14191509660441093
cqc,19,927,0.14191509660441093
pastor,19,927,0.14191509660441093
patent,19,927,0.14191509660441093
verifiable,19,927,0.14191509660441093
gurkha,19,927,0.14191509660441093
higgins,19,927,0.14191509660441093
chaplain,19,927,0.14191509660441093
gala,19,927,0.14191509660441093
besiege,19,927,0.14191509660441093
exoneration,19,927,0.14191509660441093
serjeant,19,927,0.14191509660441093
arcane,19,927,0.14191509660441093
queens,19,927,0.14191509660441093
lowering,19,927,0.14191509660441093
flora,19,927,0.14191509660441093
culpable,19,927,0.14191509660441093
lid,19,927,0.14191509660441093
mot,19,927,0.14191509660441093
overwork,19,927,0.14191509660441093
dwyfor,19,927,0.14191509660441093
chuckle,19,927,0.14191509660441093
uncapped,19,927,0.14191509660441093
rhyme,19,927,0.14191509660441093
unveiling,19,927,0.14191509660441093
upend,19,927,0.14191509660441093
analytic,19,927,0.14191509660441093
pulse,19,927,0.14191509660441093
noon,19,927,0.14191509660441093
pierce,19,927,0.14191509660441093
husting,19,927,0.14191509660441093
northwich,19,927,0.14191509660441093
inhumanity,19,927,0.14191509660441093
nitrate,19,927,0.14191509660441093
elbow,19,927,0.14191509660441093
investable,19,927,0.14191509660441093
silverdale,19,927,0.14191509660441093
tsunami,19,927,0.14191509660441093
pristine,19,927,0.14191509660441093
samaritans,19,927,0.14191509660441093
booming,19,927,0.14191509660441093
frimley,19,927,0.14191509660441093
journalistic,19,927,0.14191509660441093
audible,19,927,0.14191509660441093
audition,19,927,0.14191509660441093
hark,19,927,0.14191509660441093
dreadfully,19,927,0.14191509660441093
haslemere,19,927,0.14191509660441093
draught,19,927,0.14191509660441093
needy,19,927,0.14191509660441093
recapture,19,927,0.14191509660441093
frustratingly,19,927,0.14191509660441093
crave,19,927,0.14191509660441093
calderdale,19,927,0.14191509660441093
sway,19,927,0.14191509660441093
dee,19,927,0.14191509660441093
racially,19,927,0.14191509660441093
overt,19,927,0.14191509660441093
supercomputer,19,927,0.14191509660441093
inqu,19,927,0.14191509660441093
unambitious,19,927,0.14191509660441093
deputies,19,927,0.14191509660441093
bud,19,927,0.14191509660441093
leyland,19,927,0.14191509660441093
agri,19,927,0.14191509660441093
spitfire,19,927,0.14191509660441093
aftercare,19,927,0.14191509660441093
laden,19,927,0.14191509660441093
meticulously,19,927,0.14191509660441093
vawg,19,927,0.14191509660441093
reallocation,19,927,0.14191509660441093
litigate,19,927,0.14191509660441093
miles,19,927,0.14191509660441093
rerun,19,927,0.14191509660441093
southgate,19,927,0.14191509660441093
tenor,19,927,0.14191509660441093
thailand,19,927,0.14191509660441093
thameslink,19,927,0.14191509660441093
cramp,19,927,0.14191509660441093
musselburgh,19,927,0.14191509660441093
milford,19,927,0.14191509660441093
spa,19,927,0.14191509660441093
commendation,19,927,0.14191509660441093
elusive,19,927,0.14191509660441093
lettuce,19,927,0.14191509660441093
royton,19,927,0.14191509660441093
opine,19,927,0.14191509660441093
opportunistic,19,927,0.14191509660441093
patronage,19,927,0.14191509660441093
patronising,19,927,0.14191509660441093
interception,19,927,0.14191509660441093
coalmining,19,927,0.14191509660441093
satisfactorily,19,927,0.14191509660441093
annie,19,927,0.14191509660441093
scapegoate,19,927,0.14191509660441093
alton,19,927,0.14191509660441093
comms,19,927,0.14191509660441093
neso,19,927,0.14191509660441093
lebanese,19,927,0.14191509660441093
comparator,19,927,0.14191509660441093
definite,19,927,0.14191509660441093
optimist,19,927,0.14191509660441093
escalating,19,927,0.14191509660441093
elegant,19,927,0.14191509660441093
conscientious,19,927,0.14191509660441093
dinghy,19,927,0.14191509660441093
thursdays,19,927,0.14191509660441093
throate,19,927,0.14191509660441093
completeness,19,927,0.14191509660441093
acquaint,19,927,0.14191509660441093
physiotherapist,19,927,0.14191509660441093
affinity,19,927,0.14191509660441093
countermeasure,19,927,0.14191509660441093
uplifting,19,927,0.14191509660441093
escalator,19,927,0.14191509660441093
emperor,19,927,0.14191509660441093
ageing,19,927,0.14191509660441093
aspersion,19,927,0.14191509660441093
oldbury,19,927,0.14191509660441093
lawmaking,19,927,0.14191509660441093
lawn,19,927,0.14191509660441093
muddy,19,927,0.14191509660441093
warp,19,927,0.14191509660441093
mistreat,19,927,0.14191509660441093
teddington,19,927,0.14191509660441093
envision,19,927,0.14191509660441093
jennie,19,927,0.14191509660441093
sittingbourne,19,927,0.14191509660441093
repatriate,19,927,0.14191509660441093
repatriation,19,927,0.14191509660441093
debut,19,927,0.14191509660441093
repel,19,927,0.14191509660441093
resurrect,19,927,0.14191509660441093
utilities,19,927,0.14191509660441093
outpost,19,927,0.14191509660441093
whereabouts,19,927,0.14191509660441093
meirionnydd,19,927,0.14191509660441093
harvesting,19,927,0.14191509660441093
honey,19,927,0.14191509660441093
bonnet,19,927,0.14191509660441093
infestation,19,927,0.14191509660441093
ramsgate,19,927,0.14191509660441093
lea,19,927,0.14191509660441093
intermediary,19,927,0.14191509660441093
schoolboy,19,927,0.14191509660441093
wick,19,927,0.14191509660441093
collide,19,927,0.14191509660441093
scathing,19,927,0.14191509660441093
stellantis,19,927,0.14191509660441093
spar,19,927,0.14191509660441093
uckfield,19,927,0.14191509660441093
elton,19,927,0.14191509660441093
elude,19,927,0.14191509660441093
edgware,19,927,0.14191509660441093
hypocritical,19,927,0.14191509660441093
baptist,19,927,0.14191509660441093
retrograde,19,927,0.14191509660441093
omagh,19,927,0.14191509660441093
pessimistic,19,927,0.14191509660441093
hitler,19,927,0.14191509660441093
talking,19,927,0.14191509660441093
reconfiguration,19,927,0.14191509660441093
nigerian,19,927,0.14191509660441093
universality,19,927,0.14191509660441093
foundry,19,927,0.14191509660441093
collusion,19,927,0.14191509660441093
fleece,19,927,0.14191509660441093
fanciful,19,927,0.14191509660441093
heartbeat,19,927,0.14191509660441093
benevolent,19,927,0.14191509660441093
fictional,19,927,0.14191509660441093
doug,19,927,0.14191509660441093
viewer,19,927,0.14191509660441093
crow,19,927,0.14191509660441093
balfour,19,927,0.14191509660441093
coloured,19,927,0.14191509660441093
overpay,19,927,0.14191509660441093
ha,19,927,0.14191509660441093
brooke,19,927,0.14191509660441093
interrogation,19,927,0.14191509660441093
crocodile,19,927,0.14191509660441093
excellently,19,927,0.14191509660441093
chagossian,19,927,0.14191509660441093
indecision,19,927,0.14191509660441093
sisi,19,927,0.14191509660441093
demonstrable,19,927,0.14191509660441093
